text_a	label
4 . 查 体 ： T 3 6 . 8 C ， P 8 0 次 / 分 ， R 1 8 次 / 分 ， B P 1 2 0 / 8 0 m m H g , 心 肺 腹 查 体 未 见 明 显 异 常 ， 专 科 情 况 ： 右 手 拇 指 呈 屈 曲 状 态 ， 屈 指 活 动 受 限 ， 右 手 掌 指 关 节 处 压 痛 ， 可 扪 及 黄 豆 大 小 结 节 ， 质 硬 。	O O B-Examine I-Examine O B-Examine O O O O O O B-Examine O O O O O O B-Examine O O O O O O B-Examine I-Examine O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Examine I-Examine O O O O O O O O B-Symptom I-Symptom O O O O
余 手 指 感 觉 运 动 正 常 。	O B-BodyPart I-BodyPart O O O O O O O
5 . 辅 助 检 查 ： 缺 如 。	O O O O O O O O O O
1 . 患 者 缘 于 1 小 时 前 ， 不 慎 摔 伤 头 部 着 地 。	O O O O O O O O O O O O O O O B-BodyPart I-BodyPart O O O
当 时 即 觉 头 痛 头 昏 ， 伴 头 部 出 血 ； 无 恶 心 呕 吐 、 无 昏 迷 及 逆 行 性 遗 忘 。	O O O O B-Symptom I-Symptom O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom B-Symptom I-Symptom O O B-Symptom I-Symptom O O O O O O O
未 予 院 外 治 疗 ， 急 来 我 院 急 诊 科 诊 治 。	O O O O O O O O O O O O O O O O O
急 诊 查 体 后 急 行 头 部 伤 口 清 创 缝 合 术 、 并 包 扎 伤 口 。	O O B-Examine I-Examine O O O O O O O O O O O O O O O O O O O
行 头 颅 C T 检 查 后 。	O B-Examine I-Examine I-Examine I-Examine O O O O
未 予 任 何 药 物 治 疗 ， 即 以 1 . 头 皮 裂 伤 。	O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O
2 . 头 皮 血 肿 。	O O B-Disease I-Disease I-Disease I-Disease O
3 . 腔 隙 性 脑 梗 死 收 住 入 院 。	O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O
预 行 进 一 步 治 疗 。	O O O O O O O O
2 . 查 体 ： 体 温 ： 3 6 . 3 ℃ ， 脉 搏 ： 8 0 次 / 分 ， 呼 吸 ： 1 8 次 / 分 ， 血 压 ： 2 0 0 / 1 0 0 m m H g 。	O O B-Examine I-Examine O B-Examine I-Examine O O O O O O O B-Examine I-Examine O O O O O O O B-Examine I-Examine O O O O O O O B-Examine I-Examine O O O O O O O O O O O O O
发 育 正 常 ， 营 养 中 等 、 神 志 清 楚 、 语 言 流 利 、 扶 入 病 房 、 查 体 合 作 。	O O O O O O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine O O O
周 身 皮 肤 、 粘 膜 无 黄 染 ， 周 身 浅 表 淋 巴 结 未 触 及 肿 大 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O
头 右 顶 枕 部 可 触 及 一 大 小 约 4 5 3 c m 包 块 ， 触 痛 阳 性 、 有 波 动 感 ， 中 部 有 一 长 约 1 . 5 c m 已 缝 合 伤 口 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O O O O B-Symptom I-Symptom O B-Examine I-Examine O O O O O O O O O O O O O O O O O O O O O O O O O
双 侧 瞳 孔 等 大 正 圆 ， 对 光 反 射 灵 敏 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O
双 肺 呼 吸 音 清 晰 ， 未 闻 及 啰 音 ， 心 率 8 0 次 / 分 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 病 理 性 杂 音 ， 腹 平 坦 ， 软 ， 轻 压 痛 、 无 反 跳 痛 及 肌 紧 张 ， 移 动 性 浊 音 阴 性 。	B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine I-Examine I-Examine I-Examine O B-BodyPart O O O O O O B-Examine I-Examine O O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine I-Examine I-Examine O O O
肠 鸣 音 正 常 。	B-Examine I-Examine I-Examine O O O
双 下 肢 无 水 肿 ， 四 肢 活 动 正 常 。	B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart O O O O O
神 经 系 统 查 体 未 见 异 常 。	B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O
3 . 辅 助 检 查 ： 头 颅 C T 示 ： 1 . 右 侧 枕 顶 部 头 皮 下 血 肿 2 . 双 侧 基 底 节 区 腔 隙 性 脑 梗 死 。	O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-Symptom I-Symptom O O O O O O O O O O O B-BodyPart O O O
1 . 患 者 缘 于 1 天 前 无 明 显 诱 因 自 觉 右 下 腹 疼 痛 ， 伴 发 热 ， 当 时 测 体 温 3 8 ℃ ， 同 时 恶 心 、 无 呕 吐 ， 无 腹 泻 ， 来 我 院 求 诊 查 体 后 诊 断 为 急 性 阑 尾 炎 。	O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O B-Symptom I-Symptom O O O O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O O B-Symptom I-Symptom O O O O O O B-Examine I-Examine O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O
自 行 到 市 中 心 医 院 诊 治 ， 诊 断 为 急 性 阑 尾 炎 。	O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease I-Disease O
建 议 住 院 。	O O O O O
转 来 我 院 求 治 。	O O O O O O O
以 急 性 阑 尾 炎 收 住 入 院 。	O B-Disease I-Disease I-Disease I-Disease I-Disease O O O O O
预 行 手 术 。	O O O O O
2 . 查 体 ： T 3 6 . 8	O O B-Examine I-Examine O B-Examine O O O O
℃ 、 P 7 6 次 / 分 、 R 2 0	O O B-Examine O O O O O O B-Examine O O
次 / 分 、 B P 1 2 0 / 8 0 m m h g 。	O O O O B-Examine I-Examine O O O O O O O O O O O
心 肺 未 见 异 常 。	B-BodyPart B-BodyPart O O O O O
腹 稍 膨 隆 ， 未 见 胃 肠 型 及 蠕 动 波 ， 肝 脾 肋 下 未 触 及 ， 莫 非 氏 征 阴 性 。	B-BodyPart O B-Symptom I-Symptom O O O O O O O O O O O B-BodyPart B-BodyPart B-BodyPart I-BodyPart O O O O O O O O O O O
未 触 及 异 常 包 块 。	O O O O O B-Symptom I-Symptom O
右 下 腹 压 痛 阳 性 ， 以 麦 氏 点 为 重 。	B-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine O O O O O O O O O O
反 跳 痛 可 疑 阳 性 ， 无 肌 紧 张 。	B-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine I-Examine O
肠 鸣 音 弱 ， 未 闻 及 高 调 肠 鸣 音 及 气 过 水 声 。	B-Examine I-Examine I-Examine O O O O O O O B-Examine I-Examine I-Examine O O O O O O
3 . 辅 助 检 查 ： 阑 尾 彩 超 回 报 ： 右 下 腹 阑 尾 区 未 见 明 显 异 常 。	O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O
血 常 规 ： w b c 1 1 . 9 x 1 0 ^ 9 ， 中 性 细 胞 比 率 7 1 . 7 % 。	B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O
1 、 起 病 情 况 ： 患 儿 为 1 0 岁 儿 童 ， 起 病 急 ， 病 程 短 。	O O O O O O O O O O O O O O O O O O O O O O O O
2 、 以 鼻 塞 ， 头 痛 、 头 晕 ， 恶 心 、 呕 吐 为 主 症 。	O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O
现 主 症 ： 鼻 塞 ， 头 痛 、 头 晕 ， 恶 心 、 呕 吐 ， 饮 食 差 ， 睡 眠 欠 佳 ， 二 便 正 常 。	O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O O O B-BodyPart I-BodyPart O O O
3 、 查 体 ： T :	O O B-Examine I-Examine O B-Examine O
3 6 . 9 ℃ 、 P : 9 6 次 / 分 、 R : 2 0 次 / 分 、 W : 6 0 K g ， 神 志 清 楚 ， 精 神 欠 佳 ， 面 色 红 润 ， 呼 吸 均 匀 ， 无 三 凹 征 ， 自 动 体 位 ， 步 入 病 室 ， 查 体 合 作 。	O O O O O O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine O O O
全 身 皮 肤 黏 膜 无 黄 染 、 苍 白 、 出 血 点 、 瘀 斑 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
周 身 浅 表 淋 巴 结 未 触 及 肿 大 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O
头 颅 无 畸 形 ， 双 眼 睑 无 浮 肿 ， 结 膜 无 充 血 ， 巩 膜 无 黄 染 ， 双 侧 瞳 孔 正 大 等 圆 ， 对 光 反 射 灵 敏 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O
口 唇 无 发 绀 ， 口 腔 黏 膜 光 滑 。	B-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O
咽 部 充 血 严 重 ， 咽 峡 部 无 疱 疹 ， 双 扁 桃 体 Ⅱ 度 肿 大 ， 咽 后 壁 欠 光 滑 ， 无 脓 苔 。	B-BodyPart I-BodyPart B-Symptom I-Symptom O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O O O O O B-Symptom I-Symptom O
颈 软 ， 气 管 居 中 ， 双 肺 叩 诊 清 音 ； 双 肺 呼 吸 音 略 粗 ， 未 闻 及 干 湿 性 啰 音 ， 心 率 9 6 次 / 分 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 病 理 性 杂 音 ， 无 心 包 摩 擦 音 。	O O O B-BodyPart I-BodyPart O O O B-BodyPart I-BodyPart O O B-Examine I-Examine O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O
腹 平 坦 ， 未 见 腹 壁 静 脉 曲 张 ， 未 见 胃 肠 型 及 蠕 动 波 ； 腹 部 柔 软 ， 无 移 动 性 浊 音 ， 肠 鸣 音 3 - 4 次 / 分 。	B-BodyPart O O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O O O O O O O O O O O B-BodyPart I-BodyPart O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O O O O O O O
双 下 肢 无 浮 肿 。	B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
神 经 系 统 查 体 无 异 常 。	B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O
4 、 既 往 及 家 族 史 ： 既 往 体 健 ， 自 诉 头 孢 类 药 物 过 敏 ， 否 认 食 物 过 敏 史 。	O O O O O O O O O O O O O O O O B-Cure I-Cure I-Cure I-Cure I-Cure O O O O O O O O O O O
5 、 血 常 规 结 果 （ 承 德 市 中 心 医 院 ） 示 ： 白 细 胞 1 2 . 7 x 1 0 ~ 9 / L , 中 性 细 胞 比 率 7 8 . 5 % ， 中 性 细 胞 数 1 0 . 1 0 x 1 0 ~ 9 / L , 淋 巴 细 胞 数 2 . 1 0 x 1 0 ~ 9 / L ， 血 红 蛋 白 1 5 0 g / L , 平 均 血 红 蛋 白 量 2 7 . 2 p g ， 血 小 板 3 5 5 x 1 0 ~ 9 / L 。	O O B-Examine I-Examine I-Examine O O O O O O O O O O O O O B-Examine I-Examine I-Examine O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O B-Examine I-Examine I-Examine O O O O O O O O O O O
C - 反 应 蛋 白 2 . 3 0 m g / L 。	B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O
1	O
患 者 男 6 5 岁 2 既 往 高 血 压 病 史 3 年 ， 口 服 尼 群 地 平 治 疗	O O O O O O O O O B-Disease I-Disease I-Disease O O O O O O O B-Cure I-Cure I-Cure I-Cure O O
， 3 个 月 前 在 我 院 行 经 尿 道 前 列 腺 激 光 汽 化 术 ， 经 尿 道 膀 胱 癌 激 光 汽 化 术 。	O O O O O O O O O O B-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure O O B-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure O
3	O
患 者 缘 于 3 个 月 前 在 我 院 行 经 尿 道 前 列 腺 激 光 汽 化 术 ， 经 尿 道 膀 胱 癌 激 光 汽 化 术 。	O O O O O O O O O O O O O B-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure O O B-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure I-Cure O
术 后 给 予 持 续 性 低 流 量 吸 氧 、 血 压 、 心 电 监 测 ， 静 点 抗 生 素 及 补 液 治 疗 。	O O O O O O O O O O O O O O O O O O O O O O O B-Cure I-Cure I-Cure O O O O O O
持 续 膀 胱 冲 洗 ， 后 改 为 间 断 冲 洗 ， 锻 炼 膀 胱 。	O O B-BodyPart I-BodyPart O O O O O O O O O O O O O B-BodyPart I-BodyPart O
2 0 1 6 - - 8 - - 2 4 拔 除 尿 管 ， 可 以 自 主 排 尿 。	O O O O O O O O O O O O O O O O O O O O O O O
连 续 8 周 膀 胱 灌 注 后 出 院 。	O O O O B-BodyPart I-BodyPart O O O O O O
无 尿 频 ， 尿 急 ， 尿 痛 ， 肉 眼 血 尿 。	O O O O O O O O O O O O O O O
今 日 来 到 我 院 复 诊 。	O O O O O O O O O
门 诊 以 膀 胱 癌 术 后 介 绍 入 院 。	O O O B-Disease I-Disease I-Disease O O O O O O O
4 . 查 体 ： T ： 3 6 . 0 C ， P : 8 2 次 / 分 ， R ： 1 8 次 / 分 ， 血 压 1 4 0 / 1 0 0 m m H g 。	O O B-Examine I-Examine O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine I-Examine O O O O O O O O O O O O
发 育 正 常 ， 营 养 中 等 ， 神 志 清 楚 ， 步 入 病 房 ， 查 体 合 作 。	O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine O O O
颈 软 ， 无 抵 抗 。	O O O O O O O
气 管 居 中 ， 甲 状 腺 无 肿 大 。	B-BodyPart I-BodyPart O O O B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
胸 廓 对 称 无 畸 形 ， 呼 吸 动 度 两 侧 均 匀 等 ， 无 增 强 及 减 弱 ， 双 侧 语 颤 无 增 强 及 减 弱 ， 未 触 及 皮 下 捻 发 音 ， 双 肺 叩 音 清 ， 肺 肝 相 对 浊 音 界 位 于 右 侧 锁 骨 中 线 第 5 肋 间 ， 双 肺 呼 吸 音 清 ， 未 闻 及 干 湿 性 啰 音 。	B-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine O O O O O O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O B-BodyPart I-BodyPart B-Examine I-Examine O O B-BodyPart B-BodyPart B-Examine I-Examine I-Examine I-Examine I-Examine O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O B-Examine I-Examine I-Examine I-Examine I-Examine O
心 前 区 无 隆 起 ， 未 触 及 震 颤 ， 叩 心 界 不 大 ， 心 率 8 0 次 / 分 ， 律 齐 ， 各 瓣 膜 听 诊 区 未 闻 及 杂 音 。	B-BodyPart O O O B-Symptom I-Symptom O O O O B-Symptom I-Symptom O B-Examine I-Examine I-Examine O O O B-Examine I-Examine O O O O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Examine I-Examine O
腹 部 平 坦 ， 未 见 胃 肠 型 及 蠕 动 波 ， 无 腹 壁 静 脉 曲 张 。	B-BodyPart I-BodyPart O O O O O O O O O O O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O
双 下 肢 无 水 肿 。	B-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O
腹 软 ， 肝 脾 未 触 及 肿 大 ， 腹 部 无 压 痛 ， 无 反 跳 痛 及 肌 紧 张 。	B-BodyPart O O B-BodyPart B-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart O B-Examine I-Examine O O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O
腹 部 未 触 及 包 块 。	B-BodyPart I-BodyPart O O O B-Symptom I-Symptom O
叩 鼓 音 ， 移 动 性 浊 音 阴 性 。	B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine I-Examine I-Examine O O O
肠 鸣 音 正 常 ， 无 亢 进 （ 4 次 / 分 ） 5	B-Examine I-Examine I-Examine O O O O O O O O O O O O O
专 科 情 况 ： 双 侧 肋 脊 角 对 称 无 隆 起 ， 双 肾 区 无 叩 击 痛 ， 未 触 及 肿 块 。	O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Examine I-Examine I-Examine O O O O B-Symptom I-Symptom O
腹 部 沿 输 尿 管 走 形 无 压 痛 ， 耻 骨 上 膀 胱 区 无 肿 胀 ， 无 压 痛 。	B-BodyPart I-BodyPart O O O O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-Examine I-Examine O
阴 茎 为 成 人 型 ， 尿 道 外 口 无 畸 形 ， 无 红 肿 及 狭 窄 ， 无 异 常 分 泌 物 。	B-BodyPart I-BodyPart O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O
两 侧 阴 囊 对 称 ， 无 触 痛 ， 双 侧 睾 丸 对 称 ， 质 地 中 等 ， 无 触 痛 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O B-Examine I-Examine O
双 侧 附 睾 未 触 及 结 节 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O
6	O
辅 助 检 查 ： 缺 如 。	O O O O O O O O
1	O
患 者 男 4 2 岁 2 既 往 患 有 右 肾 结 石 ， 右 肾 囊 肿 。	O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O B-Disease I-Disease I-Disease I-Disease O
3	O
患 者 缘 于 5 小 时 前 无 明 显 诱 因 出 现 左 腰 部 疼 痛 ， 呈 持 续 性 疼 痛 ， 疼 痛 逐 见 加 重 。	O O O O O O O O O O O O O O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O
疼 痛 不 向 左 腹 部 疼 痛 及 会 阴 部 放 射 痛 。	B-Symptom I-Symptom O O B-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine I-Examine O
伴 有 恶 心 ， 无 呕 吐 。	O O B-Symptom I-Symptom O O B-Symptom I-Symptom O
无 发 热 ， 无 尿 频 、 尿 急 、 尿 痛 ， 无 肉 眼 血 尿 。	O B-Symptom I-Symptom O O O O O O O O O O O O O O O O O
口 服 氨 酚 待 因 后 无 缓 解 ， 呼 1 2 0 接 入 我 院 ， 为 进 一 步 治 疗 ， 急 诊 科 以 左 肾 结 石 介 绍 入 院 。	O O B-Cure I-Cure I-Cure I-Cure O O O O O O O O O O O O O O O O O O O O O O O O O B-Disease I-Disease I-Disease I-Disease O O O O O
4 . 查 体 ： T ： 3 6 . 0 C ， P : 9 6 次 / 分 ， R ： 2 0 次 / 分 ， B p ： 1 6 0 / 1 1 0 m m H g 。	O O B-Examine I-Examine O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine O O O O O O O B-Examine I-Examine O O O O O O O O O O O O O
发 育 正 常 ， 营 养 中 等 ， 神 志 清 楚 ， 表 情 痛 苦 ， 步 入 病 房 ， 查 体 合 作 。	O O O O O O O O O O O O O O O O O O O O O O O O O B-Examine I-Examine O O O
心 肺 检 查 未 闻 及 异 常 。	B-BodyPart B-BodyPart O O O O O O O O
腹 部 平 坦 ， 未 见 胃 肠 型 及 蠕 动 波 ， 无 腹 壁 静 脉 曲 张 。	B-BodyPart I-BodyPart O O O O O O O O O O O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom I-Symptom I-Symptom O
腹 软 ， 肝 脾 未 触 及 肿 大 ， 腹 部 无 压 痛 ， 无 反 跳 痛 及 肌 紧 张 。	B-BodyPart O O B-BodyPart B-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart O B-Examine I-Examine O O B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine O
腹 部 未 触 及 包 块 。	B-BodyPart I-BodyPart O O O B-Symptom I-Symptom O
叩 鼓 音 ， 移 动 性 浊 音 阴 性 。	B-Examine I-Examine I-Examine O B-Examine I-Examine I-Examine I-Examine I-Examine O O O
肠 鸣 音 正 常 ， 无 亢 进 （ 4 次 / 分 ） 。	B-Examine I-Examine I-Examine O O O O O O O O O O O O O
5	O
专 科 情 况 ： 双 侧 肋 脊 角 对 称 无 隆 起 ， 右 肾 区 无 叩 击 痛 ， 未 触 及 肿 块 。	O O O O O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O B-BodyPart I-BodyPart I-BodyPart O B-Examine I-Examine I-Examine O O O O B-Symptom I-Symptom O
左 肾 区 叩 击 痛 阳 性 , 未 触 及 肿 块 。	B-BodyPart I-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O O O O B-Symptom I-Symptom O
沿 输 尿 管 走 形 无 压 痛 ， 耻 骨 上 膀 胱 区 无 肿 胀 ， 无 压 痛 。	O O O O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart I-BodyPart O B-Symptom I-Symptom O O B-Examine I-Examine O
阴 茎 为 成 人 型 ， 尿 道 外 口 无 畸 形 ， 无 红 肿 及 狭 窄 ， 无 异 常 分 泌 物 。	B-BodyPart I-BodyPart O O O O O O O O O O B-Symptom I-Symptom O O B-Symptom I-Symptom O B-Symptom I-Symptom O O O O O O O O
两 侧 阴 囊 对 称 ， 无 触 痛 ， 双 侧 睾 丸 对 称 ， 质 地 中 等 ， 无 触 痛 。	O O B-BodyPart I-BodyPart O O O O B-Examine I-Examine O B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O O O O O B-Examine I-Examine O
双 侧 附 睾 未 触 及 结 节 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O B-Symptom I-Symptom O
6	O
辅 助 检 查 ： 待 回 报	O O O O O O O O
１ . 患 者 缘 于 ２ 小 时 前 ， 不 慎 跌 倒 、 左 膝 着 地 。	O O O O O O O O O O O O O O O O B-BodyPart I-BodyPart O O O
当 时 即 觉 左 膝 疼 痛 、 活 动 受 限 。	O O O O B-BodyPart I-BodyPart B-Symptom I-Symptom O O O O O O
未 予 院 外 治 疗 ， 急 来 我 院 急 诊 求 治 ， 查 体 后 行 左 膝 关 节 正 侧 位 片 检 查 后 ， 未 给 予 任 何 药 物 治 疗 。	O O O O O O O O O O O O O O O O B-Examine I-Examine O O B-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine I-Examine O O O O O O O O O O O O O O
即 以 左 膝 关 节 软 组 织 损 伤 收 住 入 院 。	O O B-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease I-Disease O O O O O
２ . 入 院 查 体 ： Ｔ ３ ７ . ０ ℃ 、 Ｐ ８ ０ 次 ／ 分 、 Ｒ ２ ０ 次 ／ 分 、 Ｂ Ｐ １ ５ ０ / １ ０ ０ ｍ ｍ ｈ ｇ 。	O O O O B-Examine I-Examine O B-Examine O O O O O O B-Examine O O O O O O B-Examine O O O O O O B-Examine I-Examine O O O O O O O O O O O O
患 者 发 育 正 常 、 营 养 中 等 。	O O O O O O O O O O O O
神 清 语 利 ， 表 情 痛 苦 。	O O O O O O O O O O
轮 椅 推 入 病 室 ， 查 体 合 作 。	O O O O O O O B-Examine I-Examine O O O
心 律 齐 ， 双 肺 呼 吸 音 正 常 。	O B-Symptom I-Symptom O B-BodyPart I-BodyPart B-Examine I-Examine I-Examine O O O
腹 平 坦 、 肠 鸣 音 正 常 。	B-BodyPart O O O B-Examine I-Examine I-Examine O O O
左 膝 髌 前 肿 胀 、 触 痛 、 无 畸 形 ， 被 动 活 动 范 围 正 常 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart B-Symptom I-Symptom O B-Examine I-Examine O O B-Symptom I-Symptom O O O O O O O O O O
足 背 动 脉 波 动 正 常 。	B-BodyPart I-BodyPart I-BodyPart I-BodyPart O O O O O
巴 彬 氏 症 阴 性 。	O O O O O O O
